datetime_end,voyage,stw,me_fo_consumption,ship_heading,wind_direction,wind_speed,wave_direction,wave_height,current_speed,current_direction,fuel_specific_energy,draft_avg,sea_depth
2022-12-13 07:15:00+00:00,7,13.05758770531744,51.87679130911124,82.61171437844169,83.90552303277902,9.903634472486221,190.08050268543406,2.5303888949404048,0.33244214477751877,68.98390932103655,41.52090135748477,19.267721883503604,3684.521953120887
2022-12-13 07:30:00+00:00,7,12.497632760930907,48.10806788240793,156.38460830357684,86.2098230193387,10.019389572187228,213.902484476868,1.978841479330348,0.24759580339951207,95.5488149033743,41.48434811524352,19.042159335450815,3925.727652394443
2022-12-13 07:45:00+00:00,7,12.266901774582005,49.13285584881326,111.08913249336963,161.97453811098083,6.18877425113917,164.35160818902148,2.058778757988253,0.36504234378097744,216.49050943128276,41.49518845378643,19.304775215806195,4558.385420598875
2022-12-13 08:00:00+00:00,7,12.447567016599939,51.56537374951172,86.50711121689191,234.30285383746326,5.990013023751279,182.22138098614525,2.762102229806998,0.20369466339674483,207.3369676495371,41.49437158931669,19.608762813731033,3431.4816874364765
2022-12-13 08:15:00+00:00,7,12.604442618655375,52.87492452662035,101.96999328364846,187.8761404723019,7.359216649795803,174.95157934957732,2.595159868909131,0.36089284699974034,182.1315787602801,41.50343570960296,19.44671443696746,3590.1168030795006
2022-12-13 08:30:00+00:00,7,11.871162861682036,47.857183264601716,109.052589620591,160.52147557487018,7.911545721573221,197.39463402763428,2.7598536889541894,0.48321708356148574,26.795771431487182,41.51556392912776,19.089973521705055,3390.4103640166154
2022-12-13 08:45:00+00:00,7,11.931846066854494,55.22338073233794,-0.9329051834614575,-6.700571195130351,17.07833126820606,165.80002581682828,4.784669999613749,0.430787033048012,112.72190463698597,41.49947756206025,19.540778913597318,3317.3121562872607
2022-12-13 09:00:00+00:00,7,12.579174923901624,54.18030674254661,57.82864356905306,185.20800961901986,8.759038331296608,195.01457939204323,3.0026738485615847,0.2847341771145758,73.67720542746297,41.50666545357204,18.741847382118827,3258.33699010812
2022-12-13 09:15:00+00:00,7,11.672219330023072,51.90090561864857,-40.09494139152848,37.86231130452336,14.589100817927818,173.72048152269468,5.06691111382712,0.300434714834189,145.80547297916547,41.499637884003135,18.92379382306878,3196.2289026203453
2022-12-13 09:30:00+00:00,7,12.70759099830142,51.67489191384177,78.51351947038415,188.09692013231106,4.431113829616832,209.5033009145923,2.1408006416704644,0.13664313369873346,95.7268865087708,41.49445536346986,18.850871443806703,3319.4295113274693
2022-12-13 09:45:00+00:00,7,13.009723392187926,50.36470889337366,115.05085135722575,245.99995983786164,6.923523566940885,235.15010769020282,2.1048494045383808,0.015254062833569032,195.67902199103605,41.50371218100323,19.22225087374858,3661.5895585693734
